cd_cvm,nome,denom_social,denom_comerc,setor,setor_cvm,categ_reg,tp_merc,sit_emissor,sit_cvm,gov_listagem_default,cnpj,ticker_b3,controle_acionario,mun,uf,dt_const,dt_reg,auditor
18414,,PADTEC HOLDING S.A.,--,Comunicacao,Emp. Adm. Part. - Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.365.069/0001-44,,PRIVADO,CAMPINAS,SP,1998,1999,RSM BRASIL AUDITORES INDEPENDENTES LTDA.
16284,524 PARTICIPACOES,524 PARTICIPAÇOES SA,524 PARTICIPACOES SA,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,01.851.771/0001-55,,PRIVADO,RIO DE JANEIRO,RJ,1997,1997,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
23396,AEGEA,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,08.827.501/0001-58,,PRIVADO HOLDING,SÃO PAULO,SP,2007,2014,KPMG AUDITORES INDEPENDENTES LTDA.
25283,AERIS,AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,12.528.708/0001-07,AERI3,PRIVADO,CAUCAIA,CE,2020,2020,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
22179,AFLUENTE TRANSMISSÃO,AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A,AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,10.338.320/0001-00,,PRIVADO HOLDING,RIO DE JANEIRO,RJ,2008,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
25658,AGROGALAXY (RJ),AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,3.0,21.240.146/0001-84,AGXY3,PRIVADO,GOIÂNIA,GO,2014,2021,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
23442,AGUAS GUARIROBA,AGUAS GUARIROBA S.A.,AGUAS GUARIROBA S.A,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,04.089.570/0001-50,,PRIVADO,CAMPO GRANDE,MS,2000,2014,KPMG AUDITORES INDEPENDENTES LTDA.
25194,ALARES,ALARES INTERNET PARTICIPAÇÕES S/A,,Comunicacao,Emp. Adm. Part. - Telecomunicações,Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,23.438.929/0001-00,,PRIVADO,SÃO PAULO,SP,2015,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
16705,ALEF,YBYRA CAPITAL S.A,ALEF S/A,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,02.217.319/0001-07,,PRIVADO,SÃO PAULO,SP,1997,1997,SÊNIOR AUDITORES INDEPENDENTES S/S
12823,ALIPERTI,ALIPERTI S.A.,ALIPERTI S.A.,Materiais,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.156.931/0001-78,,PRIVADO,SÃO PAULO,SP,1924,1986,GF AUDITORES INDEPENDENTES
24058,ALLIANÇA SAÚDE E PARTICIPAÇÕES,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,Saude,Serviços Médicos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,42.771.949/0001-35,AALR3,PRIVADO,SÃO PAULO,SP,1992,2016,"BKR - LOPES, MACHADO AUDITORES"
25330,ALLIED TECNOLOGIA,ALLIED TECNOLOGIA S.A.,ALLIED TECNOLOGIA S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,20.247.322/0001-47,,PRIVADO,SÃO PAULO,SP,2014,2020,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
22357,ALLOS,ALLOS S.A.,ALLOS S.A.,Consumo Disc.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,05.878.397/0001-32,ALOS3,PRIVADO HOLDING,RIO DE JANEIRO,RJ,2003,2011,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
24953,ALLPARK,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.","ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,60.537.263/0001-66,ALPK3,PRIVADO,SÃO PAULO,SP,1989,2020,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26395,ALMEIDA JUNIOR SHOPPING CENTERS,ALMEIDA JUNIOR SHOPPING CENTERS S.A.,ALMEIDA JUNIOR SHOPPING CENTERS S.A.,Consumo Disc.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria A,,FASE OPERACIONAL,ATIVO,2.0,82.120.676/0001-83,,PRIVADO,SÃO PAULO,SP,1990,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
10456,ALPARGATAS,ALPARGATAS SA,ALPARGATAS,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.079.117/0001-05,ALPA4,PRIVADO,SÃO PAULO,SP,1907,1977,KPMG AUDITORES INDEPENDENTES LTDA.
25275,ALPHAVILLE,ALPHAVILLE S.A.,,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,16.811.931/0001-00,AVLL3,PRIVADO,SÃO PAULO,SP,2012,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27030,ALTHAIA,ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA,ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA,Saude,Farmacêutico e Higiene,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,48.344.725/0007-19,,PRIVADO,ATIBAIA,SP,1992,2022,KPMG AUDITORES INDEPENDENTES LTDA.
5380,ALTONA,ELECTRO AÇO ALTONA S/A,ELECTRO AÇO ALTONA S/A,Materiais,Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,82.643.537/0001-34,ALTE4,PRIVADO,BLUMENAU,SC,1924,1950,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27430,ALUBAR,ALUBAR METAIS E CABOS S.A.,,Materiais,Metalurgia e Siderurgia,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,08.262.121/0001-13,,PRIVADO,BARCARENA,PA,2006,2024,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
21490,ALUPAR,ALUPAR INVESTIMENTO S/A,ALUPAR INVESTIMENTO S/A,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.364.948/0001-38,ALUP11,PRIVADO,SÃO PAULO,SP,2006,2008,KPMG AUDITORES INDEPENDENTES LTDA.
23264,AMBEV,AMBEV S.A.,AMBEV S.A,Consumo Basico,Bebidas e Fumo,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.526.557/0001-00,ABEV3,ESTRANGEIRO HOLDING,SÃO PAULO,SP,2005,2013,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
24961,AMBIPAR,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,12.648.266/0001-24,AMBP3,PRIVADO,SÃO PAULO,SP,2010,2020,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
20990,AMERICANAS (RJ),AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,3.0,00.776.574/0001-56,AMER3,PRIVADO,RIO DE JANEIRO,RJ,2006,2007,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
3050,AMPLA,AMPLA ENERGIA E SERVIÇOS S.A.,AMPLA,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.050.071/0001-58,,ESTRANGEIRO,RIO DE JANEIRO,RJ,1909,1969,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
24120,ARGO ENERGIA,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,24.624.551/0001-94,,PRIVADO HOLDING,SÃO PAULO,SP,2016,2017,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24210,ARGO TRANSMISSÃO DE ENERGIA,ARGO TRANSMISSÃO DE ENERGIA S.A.,ARGO TRANSMISSÃO DE ENERGIA S.A.,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,24.624.490/0001-65,,PRIVADO,SÃO PAULO,SP,2016,2017,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
26069,ARMAC,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.242.184/0001-04,ARML3,PRIVADO,BARUERI,SP,1994,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
19771,ARTERIS,ARTERIS S.A.,ARTERIS,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,02.919.555/0001-67,,ESTRANGEIRO,SÃO PAULO,SP,1998,2005,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
26514,ASA BRANCA,ASA BRANCA HOLDING S.A.,ASA BRANCA HOLDING S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.359.927/0001-97,,PRIVADO HOLDING,SÃO PAULO,SP,2008,2021,KPMG AUDITORES INDEPENDENTES LTDA.
25372,ASSAÍ,SENDAS DISTRIBUIDORA S.A.,SENDAS DISTRIBUIDORA S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,06.057.223/0001-71,ASAI3,PRIVADO HOLDING,SÃO PAULO,SP,2003,2020,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27545,ASSURUÁ 4 E 5 HOLDING ENERGIA,ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.,ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,38.286.323/0001-66,,PRIVADO HOLDING,SÃO PAULO,SP,2020,2024,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
24171,ATACADÃO,ATACADÃO S.A.,ATACADÃO S.A.,Consumo Disc.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria B,BOLSA,FASE OPERACIONAL,CANCELADA,3.0,75.315.333/0001-09,CRFB3,ESTRANGEIRO,SÃO PAULO,SP,1980,2017,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27677,ATOM EDUCAÇÃO E EDITORA,ATOM EDUCAÇÃO E EDITORA S.A.,ATOM EDUCAÇÃO E EDITORA S.A.,Consumo Disc.,Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,23.994.857/0001-70,ATMG3,PRIVADO,SOROCABA,SP,2016,2024,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
26590,AURA ALMAS,AURA ALMAS MINERAÇÃO S.A.,AURA ALMAS MINERAÇÃO S.A.,Materiais,Emp. Adm. Part. - Extração Mineral,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,08.213.823/0001-07,,PRIVADO,SÃO PAULO,SP,2006,2022,KPMG AUDITORES INDEPENDENTES LTDA.
26620,AUREN,AUREN ENERGIA S.A,AUREN ENERGIA S.A,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,28.594.234/0001-23,AURE3,PRIVADO,SÃO PAULO,SP,2017,2022,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26174,AUREN OPERAÇÕES,AUREN OPERAÇÕES S.A.,AUREN OPERAÇÕES S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.194.724/0001-13,,PRIVADO HOLDING,BAURU,SP,1994,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
25640,AUREN PARTICIPAÇÕES,AUREN PARTICIPAÇÕES S.A.,AUREN PARTICIPAÇÕES S.A.,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,37.663.076/0001-07,,PRIVADO HOLDING,SÃO PAULO,SP,2020,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
20192,AUTOBAN,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A,Industria,Serviços Transporte e Logística,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.451.848/0001-62,,PRIVADO,JUNDIAÍ,SP,1998,2006,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
27707,AUTOMOB,AUTOMOB PARTICIPAÇÕES S.A.,VAMOS COMÉRCIO DE MÁQUINAS LINHA AMARELA S.A.,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,35.654.688/0001-08,AMOB3,PRIVADO,CUIABÁ,MT,2019,2024,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
21989,AUTOPISTA FERNÃO DIAS,AUTOPISTA FERNÃO DIAS SA,AUTOPISTA FERNÃO DIAS SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.326.342/0001-70,,PRIVADO HOLDING,POUSO ALEGRE,MG,2007,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
22004,AUTOPISTA FLUMINENSE,AUTOPISTA FLUMINENSE SA,AUTOPISTA FLUMINENSE SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.324.949/0001-11,,PRIVADO HOLDING,NITERÓI,RJ,2007,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
21997,AUTOPISTA LITORAL SUL,AUTOPISTA LITORAL SUL,AUTOPISTA LITORAL SUL,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.313.969/0001-97,,PRIVADO HOLDING,SÃO JOSÉ DOS PINHAIS,PR,2007,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
21970,AUTOPISTA PLANALTO SUL,AUTOPISTA PLANALTO SUL SA,AUTOPISTA PLANALTO SUL SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.325.109/0001-73,,PRIVADO HOLDING,RIO NEGRO,PR,2009,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
21962,AUTOPISTA RÉGIS BITTENCOURT,AUTOPISTA REGIS BITTENCOURT SA,AUTOPISTA REGIS BITTENCOURT SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.336.431/0001-06,,PRIVADO HOLDING,REGISTRO,SP,2007,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
2437,AXIA ENERGIA,AXIA ENERGIA S.A.,AXIA ENERGIA S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.001.180/0001-26,,ESTATAL,RIO DE JANEIRO,RJ,1961,1971,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
11975,AZEVEDO & TRAVASSOS,AZEVEDO & TRAVASSOS SA,AZEVEDO & TRAVASSOS,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.351.532/0001-68,AZEV4,PRIVADO,SÃO PAULO,SP,1922,1984,TATICCA AUDITORES INDEPENDENTES S.S. - EPP
27626,AZEVEDO & TRAVASSOS ENERGIA,AZEVEDO & TRAVASSOS ENERGIA S.A.,AZEVEDO & TRAVASSOS ENERGIA S.A.,Energia,Petróleo e Gás,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,52.017.473/0001-03,,PRIVADO,SÃO PAULO,SP,2023,2024,TATICCA AUDITORES INDEPENDENTES S.S. - EPP
24112,AZUL,AZUL S.A.,AZUL S.A.,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,09.305.994/0001-29,AZUL4,PRIVADO,BARUERI,SP,2008,2017,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
22349,AZZAS 2154,AZZAS 2154 S.A.,AZZAS 2154 S.A.,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,16.590.234/0001-76,AZZAS,PRIVADO,BELO HORIZONTE,MG,1972,2011,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
26425,AÃO VERDE DO BRASIL,ACO VERDE DO BRASIL S.A,AÃO VERDE DO BRASIL S.A,Materiais,Metalurgia e Siderurgia,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,07.636.657/0001-99,,PRIVADO,AÇAILÂNDIA,MA,1985,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
21610,B3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",B3,Financeiro,Bolsas de Valores/Mercadorias e Futuros,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,09.346.601/0001-25,B3SA3,PRIVADO,SÃO PAULO,SP,2007,2008,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
20958,BANCO ABC BRASIL,BANCO ABC BRASIL S/A,BANCO ABC BRASIL S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,28.195.667/0001-06,ABCB4,ESTRANGEIRO,SÃO PAULO,SP,1983,2007,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24600,BANCO BMG,BANCO BMG S/A,BANCO BMG S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.186.680/0001-74,BMGB4,PRIVADO,SÃO PAULO,SP,1965,2018,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
906,BANCO BRADESCO,BANCO BRADESCO S.A.,BANCO BRADESCO S.A.,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,60.746.948/0001-12,BBDC4,PRIVADO,OSASCO,SP,1943,1977,KPMG AUDITORES INDEPENDENTES LTDA.
922,BANCO DA AMAZONIA,BANCO DA AMAZÔNIA S.A.,BANCO DA AMAZONIA S.A.,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,04.902.979/0001-44,BAZA3,ESTATAL,BELÉM,PA,1942,1977,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
1023,BANCO DO BRASIL,BANCO DO BRASIL S.A.,BANCO DO BRASIL S.A.,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.000.000/0001-91,BBAS3,ESTATAL,BRASÍLIA,DF,1905,1977,KPMG AUDITORES INDEPENDENTES LTDA.
1228,BANCO DO NORDESTE,BANCO DO NORDESTE DO BRASIL SA,BANCO DO NORDESTE,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.237.373/0001-20,BNBR3,ESTATAL,FORTALEZA,CE,1952,1977,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
1325,BANCO MERCANTIL DO BRASIL,BANCO MERCANTIL BRASIL SA,BANCO MERCANTIL DO BRASIL S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,17.184.037/0001-10,BMEB4,PRIVADO,BELO HORIZONTE,MG,1940,1977,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
20567,BANCO PINE,BANCO PINE S/A,BANCO PINE S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,62.144.175/0001-20,PINE4,PRIVADO,SÃO PAULO,SP,1997,2007,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
20532,BANCO SANTANDER (BRASIL),BANCO SANTANDER (BRASIL) S.A.,BANCO SANTANDER (BRASIL) S.A.,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,90.400.888/0001-42,SANB11,ESTRANGEIRO HOLDING,SÃO PAULO,SP,1985,2007,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
22616,BANCO UBS PACTUAL,BANCO BTG PACTUAL S/A,BANCO UBS PACTUAL S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,30.306.294/0001-45,BPAC11,PRIVADO,RIO DE JANEIRO,RJ,1979,2011,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
16985,BANDEIRANTE,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,BANDEIRANTE,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,02.302.100/0001-06,,PRIVADO,SÃO PAULO,SP,1997,1998,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
1120,BANESE,BANCO DO ESTADO DE SERGIPE SA,BANESE,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,13.009.717/0001-46,BGIP4,ESTATAL,ARACAJU,SE,1963,1977,KPMG AUDITORES INDEPENDENTES LTDA.
1155,BANESTES,BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO,BANESTES S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,28.127.603/0001-78,BEES3,ESTATAL,VITÓRIA,ES,1936,1977,KPMG AUDITORES INDEPENDENTES LTDA.
1171,BANPARÁ,BANCO DO ESTADO DO PARÁ S/A.,BANPARÁ S.A.,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,04.913.711/0001-08,BPAR3,ESTATAL,BELÉM,PA,1960,1977,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
1210,BANRISUL,BANCO DO ESTADO DO RIO GRANDE DO SUL SA,BANRISUL S/A,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,92.702.067/0001-96,BRSR6,ESTATAL,PORTO ALEGRE,RS,1928,1977,KPMG AUDITORES INDEPENDENTES LTDA.
1520,BARDELLA,BARDELLA S.A. INDUSTRIAS MECANICAS - EM RECUPERAÇÃO JUDICIAL,BARDELLA,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,3.0,60.851.615/0001-53,BDLL4,PRIVADO,SOROCABA,SP,1911,1969,ETAE AUDITORES INDEPENDENTES
1562,BAUMER,BAUMER SA,BAUMER,Materiais,Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.374.161/0001-30,BALM4,PRIVADO,MOGI MIRIM,SP,1955,1970,JPPS AUDITORES INDEPENDENTES S/S LTDA.
23159,BB SEGURIDADE PARTICIPAÇÕES,BB SEGURIDADE PARTICIPAÇÕES S.A.,,Financeiro,Emp. Adm. Part. - Seguradoras e Corretoras,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,17.344.597/0001-94,BBSE3,ESTATAL,BRASÍLIA,DF,2012,2013,KPMG AUDITORES INDEPENDENTES LTDA.
24660,BBM LOGÍSTICA,BBM LOGÍSTICA S.A.,BBM LOGÍSTICA S.A.,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,01.107.327/0001-20,BBML3,PRIVADO,SÃO JOSÉ DOS PINHAIS,PR,1996,2019,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
24457,BELÉM TRANSMISSORA DE ENERGIA,BELÉM TRANSMISSORA DE ENERGIA S.A.,BELÉM TRANSMISSORA DE ENERGIA S.A.,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,26.845.702/0001-60,,PRIVADO,RIO DE JANEIRO,RJ,2016,2018,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
25500,BEMOBI,BEMOBI MOBILE TECH S.A.,BEMOBI MOBILE TECH S.A.,Comunicacao,Comunicação e Informática,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,09.042.817/0001-05,BMOB3,PRIVADO,RIO DE JANEIRO,RJ,2007,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
701,BIOMA,BIOMA EDUCAÇÃO S.A.,BIOMA EDUCAÇÃO S.A.,Consumo Disc.,Emp. Adm. Part. - Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,45.987.245/0001-92,,PRIVADO,SÃO PAULO,SP,1960,1974,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
19305,BIOMM,BIOMM SA,BIOMM SA,Saude,Farmacêutico e Higiene,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,04.752.991/0001-10,BIOM3,PRIVADO,NOVA LIMA,MG,2001,2002,KPMG AUDITORES INDEPENDENTES LTDA.
